Rank ,Title ,Artist,Year ,BPM,Genre,Release Date ,Music Video 
86,Liar,Jelly Roll,2025,114,Country ,2024-08-02,1
87,Tu Boda,Óscar Maydon and Fuerza Regida,2025,113,Country ,2024-09-26,1
88,After All the Bars Are Closed,Thomas Rhett,2025,105,Country ,2024-08-09,1
89,Nuevayol,Bad Bunny,2025,138,Hip-Hop,2025-01-05,1
90,20 Cigarettes,Morgan Wallen,2025,98,Country ,2025-10-20,1
91,Rather Lie,Playboi Carti and the Weeknd,2025,133,Hip-Hop,2025-03-26,0
92,Free,Ejae and Andrew Choi,2025,140,Pop,2025-06-20,1
93,Takedown,"Huntrix: Ejae, Audrey Nuna and Rei Ami",2025,140,Pop,2025-06-20,1
94,Heart of a Woman,Summer Walker,2025,130,R&B,2024-10-25,1
95,House Again,Hudson Westbrook,2025,127,Country ,2025-02-24,1
96,Dark Thoughts,Lil Tecca,2025,102,Hip-Hop,2025-03-14,1
97,No Pole,Don Toliver,2025,85,Hip-Hop,2025-03-03,1
98,Folded,Kehlani,2025,136,R&B,2025-06-13,1
99,Superman,Morgan Wallen,2025,152,Country ,2025-05-09,0
100,Loco,Netón Vega,2025,92,Hip-Hop,2024-12-20,1
